0,-0.74141134
0.008032129,-0.694994401
0.008032129,-0.653463457
0.009036145,-0.607046519
0.008032129,-0.543528603
0.009036145,-0.497111665
0.010040161,-0.431150753
0.026104418,-0.362746844
0.036144578,-0.318772903
0.050200803,-0.311443913
0.059236948,-0.289456942
0.080321285,-0.260140981
0.095381526,-0.245483001
0.101405623,-0.20883805
0.109437751,-0.137991144
0.114457831,-0.072030232
0.119477912,-0.00606932
0.130522088,-0.001183327
0.142570281,-0.025613294
0.156626506,-0.052486258
0.170682731,-0.074473229
0.189759036,-0.091574206
0.208835341,-0.091574206
0.223895582,-0.089131209
0.230923695,-0.079359222
0.237951807,-0.089131209
0.258032129,-0.059815248
0.269076305,-0.045157268
0.27811245,-0.054929255
0.289156627,-0.050043261
0.300200803,-0.057372252
0.31626506,-0.047600265
0.328313253,-0.001183327
0.342369478,0.076992569
0.350401606,0.128295501
0.360441767,0.182041429
0.378514056,0.19669941
0.393574297,0.2040284
0.41064257,0.19669941
0.427710843,0.19669941
0.4437751,0.201585403
0.468875502,0.201585403
0.483935743,0.19669941
0.5,0.189370419
0.515060241,0.182041429
0.540160643,0.172269442
0.5562249,0.174712439
0.580321285,0.162497455
0.600401606,0.147839475
0.626506024,0.142953481
0.644578313,0.142953481
0.666666667,0.142953481
0.692771084,0.145396478
0.71184739,0.177155436
0.728915663,0.216243384
0.741967872,0.255331331
0.759036145,0.277318302
0.77811245,0.265103318
0.795180723,0.238230354
0.815261044,0.216243384
0.84437751,0.206471397
0.869477912,0.206471397
0.891566265,0.216243384
0.906626506,0.223572374
0.923694779,0.228458367
0.93373494,0.226015371
0.951807229,0.240673351
0.967871486,0.262660322
0.980923695,0.31640625
0.988955823,0.370152178
0.991967872,0.30907726
0.992971888,0.238230354
0.993975904,0.160054458
1,0.076992569
