0,2.38161512
0.003015075,2.473024055
0.006030151,2.577491409
0.008040201,2.665635739
0.012060302,2.770103093
0.023115578,2.874570447
0.030150754,2.933333333
0.040201005,3.005154639
0.056281407,3.067182131
0.071356784,3.122680412
0.095477387,3.178178694
0.122613065,3.204295533
0.165829146,3.223883162
0.209045226,3.253264605
0.249246231,3.272852234
0.287437186,3.282646048
0.332663317,3.292439863
0.377889447,3.292439863
0.412060302,3.292439863
0.458291457,3.298969072
0.495477387,3.298969072
0.538693467,3.305498282
0.578894472,3.308762887
0.627135678,3.308762887
0.672361809,3.315292096
0.711557789,3.321821306
0.752763819,3.328350515
0.805025126,3.33814433
0.840201005,3.334879725
0.887437186,3.341408935
0.932663317,3.34467354
0.959798995,3.354467354
0.976884422,3.374054983
0.983919598,3.413230241
0.990954774,3.462199313
0.9959799,3.520962199
1,3.586254296
